"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C02"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
0007646	0230	4		2	2	10	1	1	1	1	2	03	1	1	1		0	2		2		2		1	0	2		2		1	40	2		2		2			600				1	250	2		2		1	30	1	25	2		1	15	960	640	40	600	320	2	2	2	2	2	2	2												1120.067899
0006867	0231	4		3	1	50	1	0	0	0	0	00																																																																				785.572009
0006868	0231	4		3	2	48	1	1	0	1	5	11																											80				1	16	1	10			1	15	2		2		2		121	80		80	41																			785.572009
0006869	0231	4		3	2	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		2		1	20	1	400	2							1	418	1	35	2		1	45	1	60	2		2		978	420	420		558	1							1	2	2	2	2	2	2					785.572009
0006870	0231	4		3	1	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		1	20	2		2							1	368	1	15	2		1	45	2		2		2		448	20	20		428	2	2	2	2	2	2	2												785.572009
0007648	0232	1		2	1	43	1	0	0	0	0	00																																																																				1471.05972
0007649	0232	1		2	2	41	1	0	0	0	0	00																																																																				1471.05972
0007650	0232	1		2	1	9	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		1	0	1	22	1	19	2		2			297				1	200	2		2		1	75	2		2		2		613	338	41	297	275	2	2	2	2	2	2	2												1471.05972
0007651	0232	1		2	1	6	1	1	1	0	1	02	1	1	1		0	2		2		2		2		2		2		1	18	2		2		2							1	350	2		2		1	60	2		2		2		428	18	18		410	2	2	2	2	2	2	2												1471.05972
0009456	0233	1		1	1	34	1	0	0	0	0	00																																																																				1200.202361
0009457	0233	1		1	2	32	1	1	0	1	5	11																													1305	50	2		2				1	20	2		2		2		1375	1355		1355	20																			1200.202361
0006876	0234	2		2	2	47	1	0	0	0	0	00																																																																				874.162151
0006877	0234	2		2	1	48	1	0	0	0	0	00																																																																				874.162151
0006878	0234	2		2	2	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	700	2		2		2							1	42	2		2		1	50	2		2		2		792	700	700		92	1	2	2	2	1	2	2												874.162151
0006879	0234	2		2	1	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	700	2		2		2							1	27	2		2		1	50	2		2		2		777	700	700		77	1	2	2	2	1	2	2												874.162151
0007652	0235	2		2	1	34	1	0	0	0	0	00																																																																				3096.302031
0007653	0235	2		2	2	32	1	0	0	0	0	00																																																																				3096.302031
0007654	0235	2		2	2	29	1	0	0	0	0	00																																																																				3096.302031
0007655	0235	2		2	2	8	1	1	1	0	2	03	1	1	1		0	1	0	2		2		2		2		2		2		2		2		1	468						1	19	1	10	2		1	50	1	100	2		1	10	657	468	468		189	1	2	1	2	1	2	2												3096.302031
0007656	0235	2		2	1	4	1	1	1	0	1	02	1	1	1		0	1	0	2		2		2		2		2		1	18	2		2		2							1	140	1	10	2		2		2		2		2		168	18	18		150	1	2	1	2	1	2	2												3096.302031
0007657	0236	2		1	2	48	1	0	0	0	0	00																																																																				967.100177
0007658	0236	2		1	2	10	1	1	1	0	2	03	1	1	1		0	1	0	2		2		2		2		1	0	1	100	2		2		2							1	220	1	50	1	100	1	150	2		1	400	1	30	1050	100	100		950	1	2	1	2	1	2	2												967.100177
0009458	0237	1		1	1	59	1	0	0	0	0	00																																																																				589.870244
0009459	0237	1		1	2	58	1	0	0	0	0	00																																																																				589.870244
0009460	0237	1		1	2	27	1	1	0	1	5	11																													1300	200	2		2				2		2		2		2		1500	1500		1500																				589.870244
0006882	0238	1		2	1	45	1	0	0	0	0	00																																																																				967.266088
0006883	0238	1		2	2	43	1	0	0	0	0	00																																																																				967.266088
0006884	0238	1		2	1	13	1	1	1	0	3	04	1	1	2		0	2		1	0	2				2		2		1	300	2		2		2							1	0	2		2		1	100	2		2		2		400	300	300		100	2	2	2	2	2	2	2												967.266088
0006885	0238	1		2	1	9	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		2		1	10	2		2							1	0	2		2		1	50	2		2		2		60	10	10		50	2	2	2	2	2	2	2												967.266088
0009461	0239	1		2	1	44	1	0	0	0	0	00																																																																				825.452149
0009462	0239	1		2	1	34	1	0	0	0	0	00																																																																				825.452149
0012078	0239	1		2	2	4	1	1	1	1	1	02	1	1	1		0	2		2		2		2		2		2		1	10	2		2		2							1	120	2		2		1	75	2		2		2		205	10	10		195	2	2	2	2	2	2	2												825.452149
0009463	0239	1		2	1	2	1	1	1	0	1	01	2	1	1		0	2		2		2		2		2		2		2		2		1	555	2							2		2		2		2		2		2		2		555	555	555			2	2	2	2	2	2	2												825.452149
0009464	0239	1		2	2	0	1	0	0	0	0	00																																																																				825.452149
0007659	0240	1		1	1	39	1	1	0	1	5	11																														0	2		2				2		2		2		2																									730.598279
0007660	0240	1		1	2	62	1	0	0	0	0	00																																																																				730.598279
0007661	0241	1		1	1	60	1	0	0	0	0	00																																																																				644.021611
0007662	0241	1		1	2	58	1	0	0	0	0	00																																																																				644.021611
0007663	0241	1		1	1	19	1	1	1	0	4	09	3	1	4		4150	1	3600			1	7200											2		2							2		1	150			2		2		1	1200	2		16300	14950	14950		1350	2														2	2	2	2	644.021611
0009465	0242	4		1	1	50	1	0	0	0	0	00																																																																				696.294553
0009466	0242	4		1	2	44	2	0	0	0	0	00																																																																				696.294553
0009467	0242	4		1	2	4	3	1	1	1	1	02	1	1	1		0	2		2		2		2		2		2		1	2	2		2		2			145				1	128	2		1	30	1	20	2		2		1	15	340	147		145	193	2	2	2	2	2	2	2												696.294553
0009468	0243	4		1	2	46	1	0	0	0	0	00																																																																				616.096298
0009469	0243	4		1	1	18	1	1	1	0	3	06	1	1	1		0	2		2		2				2		2		2		2		2		2							1	100	1	40	2		1	200	2		1	800	1	780	1920				1920	1							2	2	2	2	2	1	2					616.096298
0007666	0244	4		1	1	54	1	0	0	0	0	00																																																																				605.695871
0007667	0244	4		1	2	54	1	0	0	0	0	00																																																																				605.695871
0007668	0244	4		1	2	19	1	1	1	0	4	08	1	1	3		0	2				1	6480											2		2							1	370	1	20			2		1	30	1	500	2		7400	6480	6480		920	1														2	1	2	2	605.695871
0007669	0245	4		1	1	59	1	0	0	0	0	00																																																																				734.636381
0007670	0245	4		1	2	60	1	0	0	0	0	00																																																																				734.636381
0007671	0245	4		1	1	32	1	0	0	0	0	00																																																																				734.636381
0007672	0245	4		1	2	20	1	1	1	0	4	08	1	1	1		0	2				2												2		1	600						1	300	1	200			2		2		1	500	2		1600	600	600		1000	1														2	2	2	1	734.636381
0006889	0246	4		2	1	63	1	0	0	0	0	00																																																																				830.301088
0006890	0246	4		2	2	60	1	0	0	0	0	00																																																																				830.301088
0006891	0246	4		2	2	33	1	1	1	0	4	08	1	1	1		458	2				2												2		2							2		1	75			2		2		2		2		533	458	458		75	2														2	2	2	2	830.301088
0006892	0246	4		2	2	27	1	1	1	0	3	06	1	2	1		0	2		2		2				2		2		2		2		2		2							2		1	50	2		1	30	2		2		2		80				80	2							2	2	2	2	2	2	2					830.301088
0006893	0247	1		1	2	46	1	0	0	0	0	00																																																																				538.34286
0006894	0247	1		1	1	46	1	0	0	0	0	00																																																																				538.34286
0006895	0247	1		1	1	2	1	1	1	0	1	01	1	1	1		1463	1	946	2		2		2		2		2		2		2		2		2							1	60	2		2		2		2		2		2		2469	2409	2409		60	2	2	2	2	2	2	2												538.34286
0006896	0248	1		1	2	45	1	0	0	0	0	00																																																																				728.101551
0006897	0248	1		1	1	50	1	0	0	0	0	00																																																																				728.101551
0006898	0248	1		1	1	13	1	1	1	0	3	04	1	1	1		0	2		2		2				1	0	2		1	200	2		2		2							1	100	1	7	2		1	100	2		2		2		407	200	200		207	1	2	2	2	1	2	2												728.101551
0009470	0249	1		1	1	62	1	0	0	0	0	00																																																																				510.240076
0009471	0249	1		1	2	23	1	1	1	0	4	08	3	2	4		4300	1	1000			1	3000											2		2							2		1	100			1	26	2		2		2		8426	8300	8300		126	2														2	2	2	2	510.240076
0009472	0250	2		2	1	43	1	0	0	0	0	00																																																																				693.448245
0009473	0250	2		2	2	45	1	0	0	0	0	00																																																																				693.448245
0009474	0250	2		2	2	8	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		2		1	20	2		2		2				135			1	120	2		1	130	1	60	1	49	2		2		514	155	20	135	359	1	2	2	2	1	2	2												693.448245
0009475	0250	2		2	2	4	1	1	1	0	1	02	1	1	1		0	2		2		2		2		2		2		2		2		2		2							1	160	2		1	20	2		2		2		2		180				180	1	2	2	2	1	2	2												693.448245
0009476	0251	2		1	1	52	1	0	0	0	0	00																																																																				819.44953
0009477	0251	2		1	2	48	1	0	0	0	0	00																																																																				819.44953
0009478	0251	2		1	1	17	1	1	1	0	3	04	1	1	1		0	2		2		2				2		1	147	2		2		2		1	675						1	97	1	10	2		1	55	2		2		2		984	822	822		162	2	2	2	2	2	2	2												819.44953
0009479	0251	2		1	1	25	1	0	0	0	0	00																																																																				819.44953
0007673	0252	2		2	1	52	1	0	0	0	0	00																																																																				658.384021
0007674	0252	2		2	2	50	1	0	0	0	0	00																																																																				658.384021
0007675	0252	2		2	2	22	1	1	1	0	4	08	1	1	2		0	2				2												2		2							2		1	94			1	38	2		2		2		132				132	1														1	2	2	2	658.384021
0007676	0252	2		2	2	18	1	1	1	0	3	05	1	1	1		79	2		2		2				2		1	630	2		2		2		1	1260	79					1	120	1	48	2		1	130	2		1	400	2		2667	1969	1969		698	1							1	2	2	2	2	2	2					658.384021
0006905	0253	3		1	2	43	1	1	1	0	3	07	1	1	1		57																					57					2		2				2		2		2		2		57	57	57			2							2	2	2	2	2	2	2					2092.811518
0007677	0254	3		1	1	56	1	0	0	0	0	00																																																																				941.886206
0007678	0254	3		1	2	56	1	0	0	0	0	00																																																																				941.886206
0007679	0254	3		1	2	24	1	1	1	0	4	08	3	1	4		7715	2				2												2		2							2		1	70			2		2		2		2		7785	7715	7715		70	2														2	2	2	2	941.886206
0006906	0255	3		1	1	55	1	0	0	0	0	00																																																																				1092.786298
0006907	0255	3		1	2	55	1	0	0	0	0	00																																																																				1092.786298
0006908	0255	3		1	1	26	1	1	1	0	4	08	1	2	3		704	2				2												2		2							2		1	20			2		2		1	200	2		924	704	704		220	2														2	2	2	2	1092.786298
0006909	0256	1		2	2	51	1	0	0	0	0	00																																																																				778.695328
0006910	0256	1		2	1	50	1	0	0	0	0	00																																																																				778.695328
0006911	0256	1		2	1	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	900	2		2		2							1	110	1	15	2		1	35	1	25	1	100	2		1185	900	900		285	2							2	2	2	2	2	2	2					778.695328
0007680	0256	1		2	2	20	1	1	1	0	4	08	1	1	3		0	2				1	2760											1	6	2							1	150	2				1	40	2		2		1	800	3756	2766	2766		990	1														2	1	2	2	778.695328
0007681	0257	1		2	2	44	1	0	0	0	0	00																																																																				1362.83493
0007682	0257	1		2	1	43	1	0	0	0	0	00																																																																				1362.83493
0007683	0257	1		2	2	15	1	1	1	1	3	04	1	1	1		0	2		2		2				2		1	1350	1	50	1	15	2		2				1350			1	200	1	30	2		1	130	2		2		1	40	3165	2765	1415	1350	400	1	2	2	2	1	2	2												1362.83493
0007684	0257	1		2	1	8	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		1	585	2		1	15	2		2							1	35	1	19	2		1	90	2		2		2		744	600	600		144	1	2	2	2	1	2	2												1362.83493
0009480	0258	1		4	1	53	1	0	0	0	0	00																																																																				1384.195585
0009481	0258	1		4	2	46	1	1	1	0	4	09	1	2	2		0	2				2												2		2							2		1	75			1	30	2		2		2		105				105	2														2	2	2	2	1384.195585
0009482	0258	1		4	1	19	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		2		2		1	20	1	640						1	70	1	20	2		1	30	2		2		2		780	660	660		120	1							1	2	2	2	2	2	2					1384.195585
0009483	0258	1		4	2	16	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	300	2		2		1	516						2		1	22	2		1	50	2		2		2		888	816	816		72	2	2	2	2	2	2	2												1384.195585
0009484	0258	1		4	1	9	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	23	1	5	2		1	550						2		2		2		2		2		2		2		578	578	578			2	2	2	2	2	2	2												1384.195585
0009485	0259	1		1	1	58	1	0	0	0	0	00																																																																				955.318929
0009486	0259	1		1	2	58	1	0	0	0	0	00																																																																				955.318929
0009487	0259	1		1	1	30	1	1	0	1	5	11																													700		2		1	40			1	10	2		2		2		750	700		700	50																			955.318929
0009488	0259	1		1	1	28	1	0	0	0	0	00																																																																				955.318929
0006912	0260	1		3	1	50	1	0	0	0	0	00																																																																				799.982296
0006913	0260	1		3	2	50	1	1	1	0	3	07	1	1	2		75																					75					1	35	1	25			1	25	2		2		2		160	75	75		85	2							2	2	2	2	2	2	2					799.982296
0006914	0260	1		3	2	18	1	1	1	0	3	05	1	1	2		0	2		1	0	2				1	600	2		1	7	1	20	1	600	1	650						1	450	1	100	1	120	1	23	1	35	1	1650	2		4255	1877	1877		2378	1							1	2	2	2	2	2	2					799.982296
0006915	0260	1		3	2	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		1	0	1	362	1	10	2		1	540						1	250	1	120	2		1	75	2		2		2		1357	912	912		445	2	2	2	2	2	2	2												799.982296
0007685	0261	1		2	2	44	1	0	0	0	0	00																																																																				941.834173
0007686	0261	1		2	1	16	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	1000	2		2		2							1	210	1	30	1	300	2		2		1	400	2		1940	1000	1000		940	2	2	2	2	2	2	2												941.834173
0007687	0261	1		2	1	12	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		2		1	300	1	15	2		2			900				2		2		1	100	1	300	1	200	1	400	2		2215	1215	315	900	1000	2	2	2	2	2	2	2												941.834173
0007688	0261	1		2	1	56	1	0	0	0	0	00																																																																				941.834173
0008637	0262	1		1	1	40	1	0	0	0	0	00																																																																				1167.662284
0008638	0262	1		1	1	16	1	1	1	0	3	04	1	1	2		0	2		1	0	2				1	0	2		2		1	15	2		2							1	0	2		1	50	1	20	1	80	2		2		165	15	15		150	1	2	2	1	1	2	2												1167.662284
0006920	0263	2		1	2	40	1	0	0	0	0	00																																																																				1121.519083
0006921	0263	2		1	1	3	1	0	0	0	0	00																																																																				1121.519083
0006922	0263	2		1	2	0	1	0	0	0	0	00																																																																				1121.519083
0006923	0263	2		1	1	40	1	1	1	0	3	07	1	1	1		55																					55					2		2				1	10	2		2		2		65	55	55		10	2							2	2	2	2	2	2	2					1121.519083
0007695	0264	2		1	2	61	1	0	0	0	0	00																																																																				1045.515599
0007696	0264	2		1	2	41	1	0	0	0	0	00																																																																				1045.515599
0007697	0264	2		1	2	25	1	1	1	0	4	08	1	2	3		1300	2				2												2		2							2		1	50			1	20	2		2		2		1370	1300	1300		70	2														2	2	2	2	1045.515599
0008642	0265	2		1	2	50	1	0	0	0	0	00																																																																				753.537445
0008643	0265	2		1	2	10	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	25	1	20	2		1	330						1	285	2		2		1	45	2		2		2		705	375	375		330	2	2	2	2	2	2	2												753.537445
0008644	0265	2		1	1	50	1	0	0	0	0	00																																																																				753.537445
0009492	0266	4		1	2	51	1	0	0	0	0	00																																																																				796.037338
0009493	0266	4		1	1	50	1	0	0	0	0	00																																																																				796.037338
0009494	0266	4		1	2	25	1	0	0	0	0	00																																																																				796.037338
0009495	0266	4		1	2	21	1	1	1	0	4	09	1	1	1		0	2				2												2		2							1	200	1	30			1	30	2		2		1	125	385				385	1														2	1	2	1	796.037338
0006926	0267	4		1	1	55	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		2		2							2		2		2		2		2		2		2							2	2	2	2	2	2	2												599.430619
0008650	0268	4		2	1	50	1	0	0	0	0	00																																																																				570.175464
0008651	0268	4		2	2	46	1	1	0	1	5	11																											700				2		2				1	25	2		1	300	2		1025	700		700	325																			570.175464
0008652	0268	4		2	1	8	1	1	1	1	2	03	2	1	1		0	1	900	2		2		1	300	2		1	500	1	100	2		1	420	2			600				1	600	1	10	1	300	1	40	1	150	1	250	1	20	4190	2820	2220	600	1370	2	2	2	2	2	2	2												570.175464
0009498	0269	4		1	2	71	1	0	0	0	0	00																																																																				641.701427
0009499	0269	4		1	2	16	1	1	1	1	3	04	1	1	1		0	2		2		2				2		2		1	850	1	15	2		2				550			2		2		1	90	1	60	2		2		2		1565	1415	865	550	150	1	2	2	2	1	2	2												641.701427
0008655	0270	4		1	2	46	1	0	0	0	0	00																																																																				475.14622
0008656	0270	4		1	1	49	1	0	0	0	0	00																																																																				475.14622
0009500	0270	4		1	1	8	1	1	1	0	2	03	2	1	1		0	2		2		2		2		2		1	378	1	50	2		1	340	1	1000						1	325	2		1	100	1	39	2		2		2		2232	1768	1768		464	2	2	2	2	2	2	2												475.14622
0008657	0271	4		2	2	55	1	0	0	0	0	00																																																																				484.28388
0008658	0271	4		2	2	24	1	1	0	1	5	11																													1630		2		1	78			1	92	2		2		2		1800	1630		1630	170																			484.28388
0008659	0271	4		2	2	14	1	1	1	1	3	04	3	1	1		6000	2		2		2				2		2		2		2		2		2			500				1	571	2		2		1	60	2		2		2		7131	6500	6000	500	631	2	2	2	2	2	2	2												484.28388
0008660	0271	4		2	1	57	1	0	0	0	0	00																																																																				484.28388
0007698	0272	4		2	1	54	1	0	0	0	0	00																																																																				588.280122
0007699	0272	4		2	2	49	1	0	0	0	0	00																																																																				588.280122
0007700	0272	4		2	2	14	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		2		2							2		2		2		2		2		2		2							2	2	2	2	2	2	2												588.280122
0007701	0272	4		2	1	20	1	1	1	0	4	08	1	1	4		1500	2				2												2		2							2		2				2		2		2		2		1500	1500	1500			2														2	2	2	2	588.280122
0008661	0273	4		2	1	50	1	0	0	0	0	00																																																																				1275.012494
0008662	0273	4		2	2	44	1	0	0	0	0	00																																																																				1275.012494
0008663	0273	4		2	2	14	1	1	1	1	3	04	2	1	1		0	2		2		2				2		2		1	60	2		1	200	2			550				1	372	1	37	1	300	1	80	2		2		2		1599	810	260	550	789	2	2	2	2	2	2	2												1275.012494
0008664	0273	4		2	1	11	1	1	1	0	2	03	2	1	1		0	2		2		2		2		2		2		1	60	2		1	100	2							1	308	1	15	1	300	1	33	2		2		1	18	834	160	160		674	2	2	2	2	2	2	2												1275.012494
0008665	0274	1		1	2	27	1	0	0	0	0	00																																																																				931.681985
0008666	0274	1		1	1	32	1	0	0	0	0	00																																																																				931.681985
0008667	0274	1		1	1	2	1	1	1	0	1	01	1	1	1		740	2		2		2		2		2		2		2		2		2		2							2		2		2		2		2		2		2		740	740	740			2	2	2	2	2	2	2												931.681985
0008668	0275	1		1	1	40	1	0	0	0	0	00																																																																				1240.814738
0008669	0275	1		1	2	41	1	0	0	0	0	00																																																																				1240.814738
0008670	0275	1		1	1	8	1	1	1	0	2	03	1	1	1		0	1	0	2		2		2		2		1	0	1	25	1	10	2		2							1	0	1	5	2		1	30	2		2		2		70	35	35		35	1	2	1	2	2	2	2												1240.814738
0008676	0276	1		2	1	51	1	0	0	0	0	00																																																																				755.099036
0008677	0276	1		2	2	49	1	0	0	0	0	00																																																																				755.099036
0008678	0276	1		2	1	22	1	1	1	0	4	09	1	1	2		0	2				2												2		2							1	245	2				1	75	2		1	250	1	120	690				690	1														1	2	2	2	755.099036
0008679	0276	1		2	1	14	1	1	1	0	3	04	2	1	1		0	2		2		2				2		2		2		1	12	2		1	120						1	34	2		2		1	80	2		1	185	2		431	132	132		299	1	2	2	2	1	2	2												755.099036
0008680	0277	2		1	1	58	1	1	0	1	5	11																															2		2				1	8	2		2		2																									660.027742
0008681	0277	2		1	2	57	1	0	0	0	0	00																																																																				660.027742
0007703	0278	2		1	1	49	1	0	0	0	0	00																																																																				955.816122
0007704	0278	2		1	2	50	1	0	0	0	0	00																																																																				955.816122
0007705	0278	2		1	2	13	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	80	2		2		2							1	63	1	5	1	300	1	50	2		1	400	2		898	80	80		818	1	2	2	2	1	2	2												955.816122
0006931	0279	2		1	1	43	1	0	0	0	0	00																																																																				1867.033983
0006932	0279	2		1	2	39	1	0	0	0	0	00																																																																				1867.033983
0006933	0279	2		1	2	8	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	15	2		2		2							1	150	2		2		1	65	2		2		1	50	280	15	15		265	2	2	2	2	2	2	2												1867.033983
0009501	0280	1		2	1	47	1	0	0	0	0	00																																																																				963.016156
0009502	0280	1		2	2	40	1	0	0	0	0	00																																																																				963.016156
0008682	0280	1		2	1	12	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	400	1	10	2		1	400						2		1	20	1	50	1	80	2		1	800	2		1760	810	810		950	1	2	2	2	1	2	2												963.016156
0009503	0280	1		2	2	8	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	40	1	10	2		1	1200						2		1	20	1	50	1	80	2		2		2		1400	1250	1250		150	1	2	2	2	1	2	2												963.016156
0007706	0281	1		1	1	60	1	0	0	0	0	00																																																																				2636.071539
0007707	0281	1		1	2	59	1	0	0	0	0	00																																																																				2636.071539
0007708	0281	1		1	1	91	1	0	0	0	0	00																																																																				2636.071539
0007709	0281	1		1	1	32	1	0	0	0	0	00																																																																				2636.071539
0007710	0281	1		1	1	28	1	0	0	0	0	00																																																																				2636.071539
0007711	0281	1		1	1	7	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	10	1	10	2		2							1	125	1	10	2		1	50	2		2		2		205	20	20		185	1	2	2	2	1	2	2												2636.071539
0009504	0282	1		4	2	60	1	0	0	0	0	00																																																																				2215.160816
0009505	0282	1		4	1	63	1	0	0	0	0	00																																																																				2215.160816
0009506	0282	1		4	2	24	1	1	1	0	4	09	1	1	2		30	2				2												2		2		30					2		1	150			2		2		2		2		180	30	30		150	2														2	2	2	2	2215.160816
